Date,t,24h_dt,RH,p,wv,wd,1h_prec,24h_prec,Date_of_24h_prec,1min_v,10min_v
2019-06-27 17:05,34.8,6.7,57,985.6,N/A,N/A,0.0,1.6,N/A,30.000
